nomformation;nb_chars;coefficient_au_sud;departement_code;proportion_candidates;proportion_bien_tb
BTS - Production, Lycée Charles A. COULOMB;16;0.6293726611347417;16;0.15151515151515151515;0.14285714285714285
BTS - Production, Lycée Charles Carnus;16;0.7804546405411061;12;0.04878048780487804878;0
BTS - Production, Lycée Charles Carnus;16;0.7804546405411061;12;0.05660377358490566038;0.16666666666666666
BTS - Production, Lycée Charles Carnus;16;0.7804546405411061;12;0.09174311926605504587;0.2222222222222222
BTS - Production, Lycée Charles Carnus;16;0.7804546405411061;12;0.60000000000000000000;0.14285714285714285
BTS - Production, Lycée Charles Coeffin;16;4.04614973386328;971;0.05172413793103448276;0.4
BTS - Production, Lycée Charles Coeffin;16;4.04614973386328;971;0.08552631578947368421;0.18181818181818182
BTS - Production, Lycée Charles Coeffin;16;4.04614973386328;971;0.15942028985507246377;0
BTS - Production, Lycée Charles Coeffin;16;4.04614973386328;971;0.51773049645390070922;0.2
BTS - Production, Lycée Charles De Foucauld;16;0.280721939427748;54;0.13897280966767371601;0
BTS - Production, Lycée Charles De Gaulle;16;0.24585686725704892;78;0.14197530864197530864;0
BTS - Production, Lycée Charles De Gaulle;16;0.3504520837691469;52;0.05882352941176470588;0
BTS - Production, Lycée Charles De Gaulle;16;0.3504520837691469;52;0.18604651162790697674;0.2
BTS - Production, Lycée Charles De Gaulle;16;0.3736954652162801;68;0.05714285714285714286;0.2
BTS - Production, Lycée Charles et Adrien Dupuy;16;0.6991028054761406;43;0.04000000000000000000;0.3333333333333333
BTS - Production, Lycée Charles et Adrien Dupuy;16;0.6991028054761406;43;0.10843373493975903614;0.14285714285714285
BTS - Production, Lycée Charles et Adrien Dupuy;16;0.6991028054761406;43;0.16417910447761194030;0
BTS - Production, Lycée Charles Petiet;16;0.24585686725704892;92;0.05339805825242718447;0
BTS - Production, Lycée Charles Poncet;16;0.582885898240476;74;0.02127659574468085106;0.15384615384615385
BTS - Production, Lycée Charles Poncet;16;0.582885898240476;74;0.08695652173913043478;0.2
BTS - Production, Lycée Charles Poncet;16;0.582885898240476;74;0.09677419354838709677;0.2727272727272727
BTS - Production, Lycée Charles Renouvier;16;0.9780233828417354;66;0.10112359550561797753;0.25
BTS - Production, Lycée Charlie Chaplin;16;0.6177509704111751;69;0.04545454545454545455;0
BTS - Production, Lycée Charlie Chaplin;16;0.6177509704111751;69;0.14698162729658792651;0.07692307692307693
BTS - Production, Lycée Chevalier D'Eon;16;0.3736954652162801;89;0.26582278481012658228;0
BTS - Production, Lycée Chevalier Saint-Georges;16;4.04614973386328;971;0.08666666666666666667;0.35
BTS - Production, Lycée Chevalier Saint-Georges;16;4.04614973386328;971;0.11904761904761904762;0.05263157894736842
BTS - Production, Lycée Chimie et Biologie;16;0.9082932385003365;13;0.56772334293948126801;0
BTS - Production, Lycée Chimie et Biologie;16;0.9082932385003365;13;0.64227642276422764228;0
BTS - Production, Lycée Christophe Colomb;16;0.26910024870418137;94;0.09797822706065318818;0.6428571428571429
BTS - Production, Lycée Claude Lebois;16;0.652616042581875;42;0.04848484848484848485;0.125
BTS - Production, Lycée Claude Lehec;16;0.2923436301513146;50;0.04716981132075471698;0.2727272727272727
BTS - Production, Lycée Claude Lehec;16;0.2923436301513146;50;0.05797101449275362319;0.75
BTS - Production, Lycée Claude Lehec;16;0.2923436301513146;50;0.06914893617021276596;0.38461538461538464
BTS - Production, Lycée Claude Nicolas Ledoux;16;0.44342560955767824;25;0.59615384615384615385;0.8571428571428571
BTS - Production, Lycée Claude-Nicolas LEDOUX / EBTP;16;0.25747855798061553;94;0.11724137931034482759;0
BTS - Production, Lycée Claude-Nicolas LEDOUX / EBTP;16;0.25747855798061553;94;0.13258426966292134831;0.1111111111111111
BTS - Production, Lycée Claude-Nicolas LEDOUX / EBTP;16;0.25747855798061553;94;0.13709677419354838710;0
BTS - Production, Lycée Claude-Nicolas LEDOUX / EBTP;16;0.25747855798061553;94;0.17500000000000000000;0
BTS - Production, Lycée Clement Ader;16;0.26910024870418137;77;0.08391608391608391608;0.2
BTS - Production, Lycée Clement Ader;16;0.26910024870418137;91;0.05263157894736842105;0.13043478260869565
BTS - Production, Lycée Colbert;16;0.03666643423285219;59;0.06735751295336787565;0.05
BTS - Production, Lycée Colbert;16;0.03666643423285219;59;0.07083333333333333333;0.25
BTS - Production, Lycée Colbert;16;0.03666643423285219;59;0.07547169811320754717;0.15384615384615385
BTS - Production, Lycée Colbert;16;0.03666643423285219;59;0.10313901345291479821;0.2857142857142857
BTS - Production, Lycée Colbert;16;0.03666643423285219;59;0.10810810810810810811;0.125
BTS - Production, Lycée-Collège NOTRE-DAME;16;0.2923436301513146;22;0.22352941176470588235;0.25
BTS - Production, Lycée Condorcet;16;0.14126165074495098;2;0.10101010101010101010;0.08333333333333333
BTS - Production, Lycée Condorcet;16;0.14126165074495098;2;0.11627906976744186047;0.09090909090909091
BTS - Production, Lycée Condorcet;16;0.14126165074495098;2;0.12461059190031152648;0.25
BTS - Production, Lycée Condorcet;16;0.14126165074495098;2;0.14285714285714285714;0.1
BTS - Production, Lycée Condorcet;16;0.21099179508634905;57;0.06250000000000000000;0.08333333333333333
BTS - Production, Lycée Condorcet;16;0.21099179508634905;57;0.20125786163522012579;0
BTS - Production, Lycée Condorcet;16;0.6293726611347417;69;0.04303797468354430380;0.09090909090909091
BTS - Production, Lycée CONDORCET;16;0.25747855798061553;93;0.02398081534772182254;0.2
BTS - Production, Lycée CONDORCET;16;0.25747855798061553;93;0.03767660910518053375;0.1111111111111111
BTS - Production, Lycée CONDORCET;16;0.25747855798061553;93;0.23786407766990291262;0
BTS - Production, Lycée Costebelle;16;0.9315366199474697;83;0.09696969696969696970;0.15384615384615385
BTS - Production, Lycée Curie-Corot;16;0.2226134858099157;50;0.02061855670103092784;0.14285714285714285
BTS - Production, Lycée D'Alembert-Cuir;16;0.25747855798061553;75;0.73007712082262210797;0.3333333333333333
BTS - Production, Lycée D'Altitude;16;0.7223461869232739;5;0.17040358744394618834;0
BTS - Production, Lycée Dampierre;16;0.08315319712711867;59;0.08064516129032258065;0.2727272727272727
BTS - Production, Lycée D'Arsonval;16;0.25747855798061553;94;0.55088852988691437803;0.18181818181818182
BTS - Production, Lycée de Bois d'Olive;16;8.369418683030002;974;0.01162790697674418605;0.09090909090909091
BTS - Production, Lycée de Bois d'Olive;16;8.369418683030002;974;0.02247191011235955056;0
BTS - Production, Lycée de Bois d'Olive;16;8.369418683030002;974;0.03529411764705882353;0.16666666666666666
BTS - Production, Lycée de Bois d'Olive;16;8.369418683030002;974;0.20118343195266272189;0.3333333333333333
BTS - Production, Lycée de Bois d'Olive;16;8.369418683030002;974;0.22068965517241379310;0.07692307692307693
BTS - Production, Lycée de Borda;16;0.8501847848825043;40;0.06278026905829596413;0.15384615384615385
BTS - Production, Lycée de Borda;16;0.8501847848825043;40;0.13427561837455830389;0.14285714285714285
BTS - Production, Lycée de Borda;16;0.8501847848825043;40;0.18143459915611814346;0
BTS - Production, Lycée de Borda;16;0.8501847848825043;40;0.31203007518796992481;0.1111111111111111
BTS - Production, Lycée Deforest De Lewarde;16;0.08315319712711867;59;0.12711864406779661017;0
BTS - Production, Lycée De La Communication;16;0.2226134858099157;57;0.21016166281755196305;0.21428571428571427
BTS - Production, Lycée De La Fontaine Des Eaux;16;0.3039653208748812;22;0.05555555555555555556;0.09523809523809523
BTS - Production, Lycée De La Mare Carree;16;0.280721939427748;77;0.11398963730569948187;0
BTS - Production, Lycée De La Plaine De L'Ain;16;0.5945075889640427;1;0.14732142857142857143;0.08333333333333333
BTS - Production, Lycée De La Plaine De L'Ain;16;0.5945075889640427;1;0.70675453047775947282;0.08333333333333333
BTS - Production, Lycée De La Salle;16;0.8036980219882386;30;0.01754385964912280702;0.18181818181818182
BTS - Production, Lycée De La Salle;16;0.8036980219882386;30;0.07777777777777777778;0.14285714285714285
BTS - Production, Lycée De La Salle;16;0.8036980219882386;30;0.09638554216867469880;0.2222222222222222
BTS - Production, Lycée De La Salle;16;0.8036980219882386;30;0.15044247787610619469;0.16666666666666666
BTS - Production, Lycée De La Salle Castres;16;0.8618064756060708;81;0.00000000000000000000;0.16666666666666666
BTS - Production, Lycée De La Tourelle;16;0.24585686725704892;95;0.08108108108108108108;0
BTS - Production, Lycée De La Tourelle;16;0.24585686725704892;95;0.08314606741573033708;0.125
BTS - Production, Lycée De L'Elorn;16;0.3039653208748812;29;0.12500000000000000000;0.5263157894736842
BTS - Production, Lycée De L'Elorn;16;0.3039653208748812;29;0.53630363036303630363;0.4642857142857143
BTS - Production, Lycée de L'Escaut;16;0.08315319712711867;59;0.23228346456692913386;0.42857142857142855
BTS - Production, Lycée de L'Escaut;16;0.08315319712711867;59;0.40944881889763779528;0.14285714285714285
BTS - Production, Lycée de L'Escaut;16;0.08315319712711867;59;0.48422496570644718793;0.26666666666666666
BTS - Production, Lycée de L'Escaut;16;0.08315319712711867;59;0.68545454545454545455;0.2857142857142857
BTS - Production, Lycée de l'Essouriau;16;0.280721939427748;91;0.04494382022471910112;0.07692307692307693
BTS - Production, Lycée de l'Essouriau;16;0.280721939427748;91;0.05509641873278236915;0.05263157894736842
BTS - Production, Lycée De L'Europe;16;0.0018013620621531445;59;0.07253886010362694301;0.21428571428571427
BTS - Production, Lycée De L'Europe;16;0.0018013620621531445;59;0.11620795107033639144;0.16666666666666666
BTS - Production, Lycée De L'Europe;16;0.0018013620621531445;59;0.14179104477611940299;0.1
BTS - Production, Lycée De L'Europe;16;0.0018013620621531445;59;0.21739130434782608696;0.2222222222222222
BTS - Production, Lycée De L'Europe;16;0.0018013620621531445;59;0.22577996715927750411;0.13157894736842105
BTS - Production, Lycée de Lorgues - Thomas Edison;16;0.8850498570532042;83;0.08695652173913043478;0
BTS - Production, Lycée de Lorgues - Thomas Edison;16;0.8850498570532042;83;0.12374581939799331104;0.23809523809523808
BTS - Production, Lycée de Mauriac;16;0.6758594240290073;15;0.36322869955156950673;0.2
BTS - Production, Lycée de Mirepoix;16;0.9315366199474697;9;0.10937500000000000000;0.3333333333333333
BTS - Production, Lycée de Mirepoix;16;0.9315366199474697;9;0.15151515151515151515;0
BTS - Production, Lycée de Mirepoix;16;0.9315366199474697;9;0.19559902200488997555;0.14285714285714285
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.02973977695167286245;0.2727272727272727
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.03626943005181347150;0.1111111111111111
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.04507042253521126761;0
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.05058365758754863813;0
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.12984822934232715008;0.16
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.13852813852813852814;0
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.13963963963963963964;0
BTS - Production, Lycée Denis Diderot;16;0.8966715477767707;13;0.26315789473684210526;0
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.04784688995215311005;0.5
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.09742647058823529412;0.1111111111111111
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.10694183864915572233;0.4
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.15680473372781065089;0
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.16203703703703703704;0.1875
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.34080717488789237668;0.1
BTS - Production, Lycée Déodat de Séverac;16;0.8734281663296375;31;0.53056234718826405868;0.4375
BTS - Production, Lycée de Papara;16;7.904551054087344;987;0.06315789473684210526;0.47058823529411764
BTS - Production, Lycée de Raoul Georges NICOLO;16;4.0693931153104135;971;0.17821782178217821782;0.07692307692307693
BTS - Production, Lycée de Raoul Georges NICOLO;16;4.0693931153104135;971;0.17857142857142857143;0.18181818181818182
BTS - Production, Lycée de Raoul Georges NICOLO;16;4.0693931153104135;971;0.18831168831168831169;0.1111111111111111
BTS - Production, Lycée de Raoul Georges NICOLO;16;4.0693931153104135;971;0.35384615384615384615;0.2857142857142857
BTS - Production, Lycée des métiers CFA Heinrich-Nessel;16;0.26910024870418137;67;0.09574468085106382979;0.2
BTS - Production, Lycée des métiers CFA Heinrich-Nessel;16;0.26910024870418137;67;0.11695906432748538012;0
BTS - Production, Lycée des métiers CFA Heinrich-Nessel;16;0.26910024870418137;67;0.12732919254658385093;0.23076923076923078
BTS - Production, Lycée des métiers CFA Heinrich-Nessel;16;0.26910024870418137;67;0.12831858407079646018;0
BTS - Production, Lycée des Métiers Charles Jully;16;0.2226134858099157;57;0.04895104895104895105;0.45454545454545453
BTS - Production, Lycée des Métiers Charles Jully;16;0.2226134858099157;57;0.09433962264150943396;0.08333333333333333
BTS - Production, Lycée des Métiers Charles Jully;16;0.2226134858099157;57;0.10294117647058823529;0.07692307692307693
BTS - Production, Lycée des Métiers Charles Jully;16;0.2226134858099157;57;0.10526315789473684211;0.13333333333333333
BTS - Production, Lycée des Métiers Charles Jully;16;0.2226134858099157;57;0.12903225806451612903;0.08333333333333333
BTS - Production, Lycée des métiers de la chimie Albert Camus;16;0.8966715477767707;64;0.52127659574468085106;0.15384615384615385
BTS - Production, Lycée des métiers de l'automobile et du transport Fréderic Estève;16;0.8385630941589385;40;0.04487179487179487179;0
BTS - Production, Lycée des Métiers Dorian;16;0.25747855798061553;75;0.07238095238095238095;0.058823529411764705
BTS - Production, Lycée des Métiers Dorian;16;0.25747855798061553;75;0.08879492600422832981;0.07692307692307693
BTS - Production, Lycée des Métiers Dorian;16;0.25747855798061553;75;0.10687022900763358779;0.42857142857142855
BTS - Production, Lycée des Métiers Dorian;16;0.25747855798061553;75;0.12705798138869005011;0.29411764705882354
BTS - Production, Lycée des Métiers Dorian;16;0.25747855798061553;75;0.13636363636363636364;0.15384615384615385
BTS - Production, Lycée Des Metiers Du Batiment;16;0.6061292796876093;23;0.11000000000000000000;0.38461538461538464
BTS - Production, Lycée Des Metiers Du Batiment;16;0.6061292796876093;23;0.20649651972157772622;0.125
BTS - Production, Lycée Des Metiers Du Batiment;16;0.6061292796876093;23;0.23913043478260869565;0.5
BTS - Production, Lycée Des Metiers Du Batiment;16;0.6061292796876093;23;0.32286995515695067265;0.14285714285714285
BTS - Production, Lycée des Métiers du Bois;16;0.4782906817283781;39;0.14492753623188405797;0.25
BTS - Production, Lycée des Métiers du Bois;16;0.4782906817283781;39;0.14778325123152709360;0.46153846153846156
BTS - Production, Lycée des métiers du Pays de Soule;16;0.9082932385003365;64;0.16438356164383561644;0.3333333333333333
BTS - Production, Lycée des Métiers Durzy;16;0.3504520837691469;45;0.03488372093023255814;0.2
BTS - Production, Lycée des Métiers Durzy;16;0.3504520837691469;45;0.09352517985611510791;0.08333333333333333
BTS - Production, Lycée des Métiers Durzy;16;0.3504520837691469;45;0.19526627218934911243;0.1111111111111111
BTS - Production, Lycée des Métiers Durzy;16;0.3504520837691469;45;0.20515097690941385435;0.23529411764705882
BTS - Production, Lycée des métiers du tertiaire et du social Georges Leygues;16;0.7804546405411061;47;0.04958677685950413223;0
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.03296703296703296703;0
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.03333333333333333333;0.45
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.04697986577181208054;0.42857142857142855
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.06153846153846153846;0.08333333333333333
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.15882352941176470588;0.125
BTS - Production, Lycée des Métiers Gustave Eiffel;16;0.21099179508634905;57;0.18548387096774193548;0.16666666666666666
BTS - Production, Lycée des métiers La Champagne;16;0.33883039304558027;35;0.11052631578947368421;0
BTS - Production, Lycée des métiers La Champagne;16;0.33883039304558027;35;0.31506849315068493151;0.2222222222222222
BTS - Production, Lycée des Métiers - Le Garros;16;0.8618064756060708;32;0.09473684210526315789;0.09090909090909091
BTS - Production, Lycée des Métiers - Le Garros;16;0.8618064756060708;32;0.17391304347826086957;0.46153846153846156
BTS - Production, Lycée des Métiers - Le Garros;16;0.8618064756060708;32;0.17415730337078651685;0.125
BTS - Production, Lycée des Métiers - Le Garros;16;0.8618064756060708;32;0.18513119533527696793;0
BTS - Production, Lycée des Métiers Léonard de Vinci;16;0.7107244961997072;33;0.15990990990990990991;0.07692307692307693
BTS - Production, Lycée des Métiers Léonard de Vinci;16;0.7107244961997072;33;0.17216117216117216117;0
BTS - Production, Lycée des Métiers Marguerite Audoux;16;0.38531715593984595;45;0.06666666666666666667;0
BTS - Production, Lycée des Métiers - Paul Mathou;16;0.9315366199474697;31;0.13076923076923076923;0.15384615384615385
BTS - Production, Lycée des Métiers - Paul Mathou;16;0.9315366199474697;31;0.24000000000000000000;0.0625
BTS - Production, Lycée des Métiers Pierre Mendès France;16;0.8734281663296375;34;0.05352798053527980535;0.25
BTS - Production, Lycée des métiers Rene Caillie;16;0.9082932385003365;13;0.14825581395348837209;0.1
BTS - Production, Lycée des métiers Sud Périgord Hélène Duc;16;0.7223461869232739;24;0.04635761589403973510;0.7272727272727273
BTS - Production, Lycée des métiers Sud Périgord Hélène Duc;16;0.7223461869232739;24;0.09482758620689655172;0
BTS - Production, Lycée des métiers Tony Garnier du Batiment et des Travaux Publics;16;0.6177509704111751;69;0.02272727272727272727;0.09090909090909091
BTS - Production, Lycée de St Paul 4;16;8.253201775794338;974;0.28985507246376811594;0.25
BTS - Production, Lycée de St Paul 4;16;8.253201775794338;974;0.69105691056910569106;0
BTS - Production, Lycée de St Paul 4;16;8.253201775794338;974;0.71910112359550561798;0.42857142857142855
BTS - Production, Lycée de Taiarapu Nui;16;7.904551054087344;987;0.22340425531914893617;0.21052631578947367
BTS - Production, Lycée de Trois Bassins;16;8.369418683030002;974;0.04938271604938271605;0.1
BTS - Production, Lycée de Trois Bassins;16;8.369418683030002;974;0.06040268456375838926;0.45454545454545453
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.03827751196172248804;0.125
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.05597014925373134328;0
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.07638888888888888889;0.25
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.09969788519637462236;0.09090909090909091
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.10377358490566037736;0.21739130434782608
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.10563380281690140845;0.38461538461538464
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.12437810945273631841;0.2
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.14766081871345029240;0.2
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.15673289183222958057;0.16666666666666666
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.17788461538461538462;0.09090909090909091
BTS - Production, Lycée Dhuoda;16;0.8385630941589385;30;0.26388888888888888889;0.2
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.01440000000000000000;0.5263157894736842
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.06147540983606557377;0.2
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.08178438661710037175;0.1875
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.08604845446950710109;0.2727272727272727
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.09961685823754789272;0.0625
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.11070780399274047187;0
BTS - Production, Lycée Diderot;16;0.25747855798061553;75;0.26553672316384180791;0
BTS - Production, Lycée Diderot;16;0.3736954652162801;52;0.15384615384615384615;0
BTS - Production, Lycée Diderot;16;0.3736954652162801;52;0.23076923076923076923;0
BTS - Production, Lycée Don Bosco;16;0.9082932385003365;13;0.05223880597014925373;0
BTS - Production, Lycée Du Dauphine;16;0.6991028054761406;26;0.04285714285714285714;0.4090909090909091
BTS - Production, Lycée Du Dauphine;16;0.6991028054761406;26;0.78282828282828282828;0.6111111111111112
BTS - Production, Lycée du Diadème - Te tara o mai'ao;16;7.904551054087344;987;0.07878787878787878788;0.42857142857142855
BTS - Production, Lycée du Diadème - Te tara o mai'ao;16;7.904551054087344;987;0.10322580645161290323;0.20833333333333334
BTS - Production, Lycée du Diadème - Te tara o mai'ao;16;7.904551054087344;987;0.10638297872340425532;0.36363636363636365
BTS - Production, Lycée du Diadème - Te tara o mai'ao;16;7.904551054087344;987;0.15789473684210526316;0.09090909090909091
BTS - Production, Lycée DU DIOIS;16;0.7339678776468397;26;0.28625954198473282443;0
BTS - Production, Lycée du Gresivaudan (LGM);16;0.6758594240290073;38;0.06464646464646464646;0.2222222222222222
BTS - Production, Lycée du Gresivaudan (LGM);16;0.6758594240290073;38;0.12636505460218408736;0.6153846153846154
BTS - Production, Lycée du Gué-à-Tresmes;16;0.2342351765334823;77;0.24698795180722891566;0
BTS - Production, Lycée Du Hainaut;16;0.08315319712711867;59;0.03546099290780141844;0.3333333333333333
BTS - Production, Lycée Du Hainaut;16;0.08315319712711867;59;0.04255319148936170213;0.2608695652173913
BTS - Production, Lycée Du Hainaut;16;0.08315319712711867;59;0.06603773584905660377;0.21428571428571427
BTS - Production, Lycée Du Hainaut;16;0.08315319712711867;59;0.07272727272727272727;0.34782608695652173
BTS - Production, Lycée Du Hainaut;16;0.08315319712711867;59;0.08661417322834645669;0
BTS - Production, Lycée du Haut-Barr;16;0.26910024870418137;67;0.18272425249169435216;0.058823529411764705
BTS - Production, Lycée Du Haut Val De Sevre;16;0.5363991353462104;79;0.32421875000000000000;0.1
BTS - Production, Lycée du Parc des Loges;16;0.280721939427748;91;0.57400722021660649819;0.11764705882352941
BTS - Production, Lycée du PAYS DE CONDE;16;0.07153150640355206;59;0.06956521739130434783;0.14814814814814814
BTS - Production, Lycée du Val de Saône;16;0.5945075889640427;1;0.09510086455331412104;0.3333333333333333
BTS - Production, Lycée du Vimeu;16;0.11801826929781772;80;0.02000000000000000000;0.07142857142857142
BTS - Production, Lycée du Vimeu;16;0.11801826929781772;80;0.17241379310344827586;0.1111111111111111
BTS - Production, Lycée Edgar Faure;16;0.46666899100481146;25;0.07804878048780487805;0.42857142857142855
BTS - Production, Lycée Edmond Labbe;16;0.08315319712711867;59;0.03867403314917127072;0.56
BTS - Production, Lycée Edmond Labbe;16;0.08315319712711867;59;0.04790419161676646707;0.043478260869565216
BTS - Production, Lycée Edmond Labbe;16;0.08315319712711867;59;0.05263157894736842105;0
BTS - Production, Lycée Edmond Labbe;16;0.08315319712711867;59;0.06060606060606060606;0
BTS - Production, Lycée Edmond Labbe;16;0.08315319712711867;59;0.09407665505226480836;0.16666666666666666
BTS - Production, Lycée Edmond Michelet;16;0.2923436301513146;91;0.08831168831168831169;0.125
BTS - Production, Lycée Edouard Belin;16;0.39693884666341256;70;0.08403361344537815126;0.2
BTS - Production, Lycée Edouard Belin;16;0.39693884666341256;70;0.11538461538461538462;0.42857142857142855
BTS - Production, Lycée Edouard Belin;16;0.39693884666341256;70;0.13917525773195876289;0.2
BTS - Production, Lycée Edouard Belin;16;0.39693884666341256;70;0.16829268292682926829;0.25
BTS - Production, Lycée Edouard Belin;16;0.39693884666341256;70;0.19696969696969696970;0.7142857142857143
BTS - Production, Lycée Edouard Branly;16;0.03666643423285219;62;0.04587155963302752294;0.3076923076923077
BTS - Production, Lycée Edouard Branly;16;0.03666643423285219;62;0.07975460122699386503;0.21428571428571427
BTS - Production, Lycée Edouard Branly;16;0.03666643423285219;62;0.13145539906103286385;0.09523809523809523
BTS - Production, Lycée Edouard Branly;16;0.03666643423285219;62;0.13559322033898305085;0.14285714285714285
BTS - Production, Lycée Edouard Branly;16;0.14126165074495098;80;0.01923076923076923077;0.09090909090909091
BTS - Production, Lycée Edouard Branly;16;0.14126165074495098;80;0.04666666666666666667;0.08333333333333333
BTS - Production, Lycée Edouard Branly;16;0.14126165074495098;80;0.11764705882352941176;0.1875
BTS - Production, Lycée Edouard Branly;16;0.14126165074495098;80;0.12288135593220338983;0.35294117647058826
BTS - Production, Lycée Edouard Branly;16;0.14126165074495098;80;0.88157894736842105263;0.6923076923076923
BTS - Production, Lycée Edouard Branly;16;0.26910024870418137;94;0.02619047619047619048;0.125
BTS - Production, Lycée Edouard Branly;16;0.26910024870418137;94;0.04723127035830618893;0.08571428571428572
BTS - Production, Lycée Edouard Branly;16;0.26910024870418137;94;0.09836065573770491803;0.16666666666666666
BTS - Production, Lycée Edouard Branly;16;0.6177509704111751;69;0.03900156006240249610;0.6666666666666666
BTS - Production, Lycée Edouard Branly;16;0.6177509704111751;69;0.06000000000000000000;0
BTS - Production, Lycée Edouard Branly;16;0.6177509704111751;69;0.06760563380281690141;0.15384615384615385
BTS - Production, Lycée Edouard Branly;16;0.6177509704111751;69;0.10956663941128372854;0.23076923076923078
BTS - Production, Lycée Edouard Branly;16;0.6177509704111751;69;0.12698412698412698413;0
BTS - Production, Lycée Edouard BRANLY;16;0.26910024870418137;28;0.05617977528089887640;0.16666666666666666
BTS - Production, Lycée Edouard BRANLY;16;0.26910024870418137;28;0.17167381974248927039;0
BTS - Production, Lycée Edouard Delamare Deboutteville;16;0.1645050321920834;76;0.13709677419354838710;0.05555555555555555
BTS - Production, Lycée Edouard Herriot;16;0.32720870232201366;10;0.85906040268456375839;0.5185185185185185
BTS - Production, Lycée Elisa Lemonnier;16;0.25747855798061553;75;0.79865016872890888639;0.723404255319149
BTS - Production, Lycée Emile Combes;16;0.6409943518583083;17;0.17692307692307692308;0
BTS - Production, Lycée Emile Combes;16;0.6409943518583083;17;0.19123505976095617530;0.2
BTS - Production, Lycée Emile Peytavin;16;0.7572112590939729;48;0.18604651162790697674;0.8
BTS - Production, Lycée Emmanuel Chabrier;16;0.687481114752574;43;0.03076923076923076923;0
BTS - Production, Lycée Emmanuel d'Alzon;16;0.8385630941589385;30;0.01754385964912280702;0
BTS - Production, Lycée Emmanuel d'Alzon;16;0.8385630941589385;30;0.13141683778234086242;0.15384615384615385
BTS - Production, Lycée Emmanuel Héré;16;0.280721939427748;54;0.09302325581395348837;0.5384615384615384
BTS - Production, Lycée Emmanuel Héré;16;0.280721939427748;54;0.19395465994962216625;0.10714285714285714
BTS - Production, Lycée Emmanuel Héré;16;0.280721939427748;54;0.29655172413793103448;0
BTS - Production, Lycée Emmanuel Héré;16;0.280721939427748;54;0.57220708446866485014;0.5714285714285714
BTS - Production, Lycée Enseignement Général Technologique Agricole - Campus des Sicaudières;16;0.4899123724519447;79;0.59883040935672514620;0.17647058823529413
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.07843137254901960784;0
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.08256880733944954128;0.2
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.08955223880597014925;0.125
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.10000000000000000000;0.4375
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.13366336633663366337;0.25
BTS - Production, lycée E.P.I.D.;16;0.0018013620621531445;59;0.15492957746478873239;0.4
BTS - Production, Lycée ESTBA;16;0.25747855798061553;75;0.57884231536926147705;0.058823529411764705
BTS - Production, Lycée ESTBA;16;0.25747855798061553;75;0.62888482632541133455;0
BTS - Production, Lycée Etienne Mimard;16;0.652616042581875;42;0.02777777777777777778;0.1111111111111111
BTS - Production, Lycée Etienne Mimard;16;0.652616042581875;42;0.03682719546742209632;0.10526315789473684
